TGAS.ID,HIP.ID,cat,ra,dec,parallax,pmra,pmdec,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,rv,erv,qrv,tenc,tenc.5per,tenc.95per,denc,denc.5per,denc.95per,venc,venc.5per,venc.95per
NA,88601,xh,271.36368826292,2.5037763026941,196.72,124.16,-962.82,0.72,0.58,0.83,0.81,0.64,1.86568125315943,-1.70625069537462,-2.65639282616542,-1.15292374405517,-0.410763962639735,-0.592030611663208,-0.348815644801446,0.614767076506541,0.109543573174756,1.43350571635881,-6.87,0.08,A,-0.21,-0.211,-0.209,3.00720255087447,2.89968539483807,3.05724133031387,19.0121168620637,18.8761136142884,19.159411855128
4258375617747092992,92200,xt,281.86354409892,-3.64059732690096,69.6936761224441,-132.235025117087,-274.858489437797,0.291128992482043,0.279581227577978,0.301042198264912,0.0806324439810186,0.0512246264672574,0.5701579,-0.18122068,0.12639971,0.12665363,-0.516751,0.108691916,0.1875125,-0.054407716,-0.102110565,-0.07642838,15.47,0.09,A,-0.36,-0.362,-0.357,3.83786403491905,3.71351853807061,3.90498452400177,37.6413756523014,37.4894700081746,37.7909295619925
NA,116132,xh,352.967412413639,19.9374948404101,161.76,554.64,-60.43,1.25,1.11,1.66,1.4,1.08,0.425444323234288,0.0370425487304206,-0.0730298766288371,-0.101247864297978,0.023319840668805,-0.100814121345416,-0.229378604069198,-0.020913315821378,0.107496463932107,0.392857142857143,1.5,0.4,A,-0.273,-0.282,-0.265,4.07428861738868,3.83811454334686,4.20050448911966,16.6087052891679,16.1357304563978,17.135219527927
NA,12781,xh,41.0646210040163,25.5247544655805,133.16,863.9,-364.16,1.97,1.23,2.26,1.95,1.49,0.236848508454236,0.171728811889734,-0.0745090115254022,0.0792933675120213,0.0116320183674324,0.0342235904262695,-0.215490288524651,0.005824111822947,0.155892059794215,0.0990099009900991,30.57,0.1,A,-0.221,-0.223,-0.218,3.31531379006766,2.88412849641208,3.55118816081278,29.8198516675911,29.5134817386006,30.1629566911778
NA,34603,xh,107.50764403331,38.5330818139457,158.87,-437.44,-947.44,3.07,1.79,3.35,5.21,2.85,-0.0485328777561898,-0.0108516905544223,-0.0497127129540341,-0.0702581155673394,0.0281630923494301,-0.0468766741669345,-0.213433245158494,0.0751633986928105,0.0523475445223961,0.0882352941176471,37.9,0.5,A,-0.181,-0.186,-0.176,2.09635745258363,1.71578158115571,2.33564778977182,32.0253596535269,31.2092686123735,32.8726643717347
NA,35136,xh,108.958909270768,47.2406751762508,59.2,29.06,-186.43,0.29,0.19,0.33,0.36,0.23,0.749394901474093,1.40406514375117,-0.906994694822508,-0.516818383311821,-0.887338960872473,-2.96680633668312,-2.53974085191325,-0.0285115016691976,0.248107163657543,0.882352941176473,84.81,0.1,A,-0.199,-0.201,-0.197,2.54909447980386,2.5262920232619,2.56018981813487,81.9594737882004,81.7964613273471,82.1259431066836
NA,38625,xh,118.642414912377,-1.41202429891974,49.78,-250.14,-59.77,1.67,1.35,1.85,2.22,1.71,-0.340634556303778,0.328367802074074,-0.313791741414141,-0.312027138047138,-0.471478518518519,-0.223555555555556,-0.126851851851852,-0.016032,0.1164,0.12,102.77,0.72,A,-0.228,-0.242,-0.215,4.51697163189259,3.68555502792078,5.13546170925279,83.9244495455396,82.7444969869421,85.133339347321
NA,439,xh,1.35178405776481,-37.348434174562,230.42,5634.68,-2337.71,0.65,0.58,0.9,0.86,0.71,0.481481853572247,0.0377251809775213,-0.0839237782035011,-0.190082438958171,0.0175199707797692,-0.05967549956086,-0.452232574420659,-0.148435856754954,-0.298856099202153,0.178217821782178,25.38,0.22,A,-0.008,-0.008,-0.008,4.26496876113373,4.20828117459637,4.29513874205537,102.231028235955,101.38848919511,103.063535462924
676689861469564544,39826,xt,122.054943401084,21.1040800539044,56.1458424196766,-297.215936427903,-354.994405160423,0.211352110582538,0.112554597515409,0.249442831168025,0.150106062814838,0.110243646398657,-0.23555529,0.00455931,-0.039951425,-0.041637484,-0.0748516,-0.031383313,-0.022227908,0.092814974,-0.11366952,-0.16363588,79.2,1.1,A,-0.245,-0.251,-0.239,4.96678526010601,4.67335078780184,5.13315758930959,68.4030676583186,66.5894404828066,70.0957534182764
3840711729206827520,46655,xt,142.685771555711,0.321139413831925,100.017600150783,-568.757502446383,-549.793199884673,0.439973610886848,0.493027961352404,0.533760884998276,0.248478105952489,0.178784511512082,-0.29561475,-0.36352703,0.017513616,-0.013700321,-0.1624542,-0.0091856215,0.099555776,0.09326144,-0.016364127,0.062215023,46.11,0.3,A,-0.249,-0.252,-0.247,4.79739116182294,4.49898107680751,4.92472065985538,34.4345279746412,33.9509054648755,34.9274131708165
3735000626863070208,62452,xt,191.985935821305,9.7501210223947,124.124330089068,-1008.26739946604,-460.096112193751,0.48844172661923,0.396393980682133,0.596712311842781,0.148870435634944,0.115946918506023,-0.3093225,0.19912463,0.07152631,-0.024654621,-0.29658428,-0.030171977,0.07891693,0.07810136,-0.08728036,-0.16147073,19.09,0.1,A,-0.223,-0.225,-0.222,4.86991173255698,4.64878847004358,4.97352516794061,28.1187270849615,27.8801659885733,28.3709683653496
NA,82817,xh,253.869823215135,-8.33299356376854,161.41,-825.84,-873.53,5,2.88,5.64,6.68,3.53,0.111407621110886,-0.212885644823556,0.134683832619901,-0.0813172105690224,-0.215515970351002,0.011285773815425,0.694660254038723,-0.122598891572907,-0.287180910099889,0.205882352941176,14.89,0.05,A,-0.148,-0.149,-0.146,2.865886391877,2.24536856667423,3.32330355499456,36.2710949641678,35.4544816740471,37.311116694248
NA,86400,rh,264.820484692479,3.55561221352184,90.91,-179.3,-96.6,0.48,0.33,0.67,0.44,0.32,-0.758611846654309,-2.31218560243688,-1.45935201149425,1.69689530234883,-1.94893660147886,1.35483085714286,1.07941863354037,-0.164175238095241,-1.37447619047619,-0.13,17.856,0.784,0.307813453608224,-0.257,-0.265,-0.248,2.4690263798354,2.32293854508551,2.55777017089759,40.8108595158737,39.4855429536044,42.058409437729
NA,91438,rh,279.722501895731,-21.0512907748605,76.43,-74.85,-152,0.49,0.28,0.47,0.77,0.47,-0.103523664330498,-0.366557698533233,0.681585479802781,-0.0860537789776543,0.710676825481324,-0.157701357466063,-0.442816742081448,-0.0262901960784314,-0.412156862745098,0.0400000000000001,36.175,0.591,0.315049273042241,-0.235,-0.239,-0.23,3.22491797044707,3.1029286548854,3.28953254488194,52.8363713305701,51.8457323759816,53.7781571647165
NA,93858,rh,286.7186029678,-37.8092574118888,58.98,-187.45,-366.74,0.46,0.3,0.47,0.85,0.47,-2.36254702102512,0.68149609023985,-1.98187947802812,1.27181103378728,-0.474041092369812,1.41935594195724,-0.981390064968248,-0.761446283055622,0.373019928461932,-1.52631578947369,60.054,0.878,0.188856426949151,-0.227,-0.232,-0.222,4.38122555898509,4.06767000542564,4.53626138194652,70.5050164559217,69.0433412553413,71.8971512012527
2246207285229602048,101180,xt,307.633521534059,65.4503458310848,124.126254609992,443.298712287269,283.437887028491,0.335395921414004,0.448841705954234,0.387252047715245,0.0660553579948002,0.0694469135817801,0.1600772,0.16355084,0.20364597,0.019903127,-0.032431293,0.006536107,0.25240964,-0.0185923,-0.0069187754,0.070172735,10.6,0.1,A,-0.235,-0.237,-0.234,1.670522209681,1.60612729253425,1.69987601941656,32.7474814301236,32.5771119129633,32.9123126439791
1839746389383317760,104539,xt,317.633649559058,22.4545970425976,9.33208371868975,24.9498155079156,-12.9732264732509,0.603509875609033,0.538657345452285,0.68097237919811,0.133216829112257,0.126935897271312,-0.2059778,0.48866135,0.17411695,-0.06540774,0.15187831,-0.052436724,0.17188966,0.06216571,-0.016109554,0.038677484,-12,4.4,A,-10.506,-25.14,-5.805,1.42007521341002,0.254406070368244,54.7212616509119,10.2025121154851,3.27719217165614,17.1623888509351
NA,1475,xh,4.59535561818981,44.0213863783889,278.76,2888.92,410.1,0.52,0.4,0.77,0.6,0.48,-0.0834775820280273,-0.0131028965039793,-0.463031727188688,0.171279420655975,-0.00844573928122407,0.246031375564741,0.323027972700183,-0.204281188118812,-0.115445544554455,0.14,11.62,0.08,A,-0.053,-0.053,-0.052,2.88679048038274,2.84638586796095,2.90817927520204,39.4699239738632,39.2802702018056,39.6634640799784
NA,5643,xh,18.1276632632268,-17.0014292887391,271.01,1208.53,640.73,4.66,5,8.36,5.57,3.71,0.0291926402801486,0.0493492318032655,-0.0529520820940123,0.126785282599236,-0.104835067979438,0.000716139973742839,-0.122663540105401,0.0303955434724665,0.16015246015246,0.223076923076923,28.09,0.1,A,-0.073,-0.075,-0.071,2.81464246270085,2.51289535157279,2.9940439256995,32.0633255541987,31.6447841313117,32.5241219068331
NA,25578,xh,82.0006354701021,9.64682841905712,113.5,-190.3,-759.45,4.69,2.91,5.01,5.77,3.33,0.0975010733783652,0.111888438144465,-0.0226235730021166,0.0536662393708447,-0.0166418879056047,0.052044521201979,0.196748952026083,-0.00778761061946903,-0.04,0.194690265486726,59.2,0.5,A,-0.169,-0.175,-0.163,3.85507646561646,2.99639998586686,4.53230735256851,45.8473337429044,44.814911504919,47.1581993562743
939072609037892224,33226,xt,103.703992228514,33.2670716472696,180.318422219749,-726.753262783195,-398.288578901646,0.582028138460674,0.694974609394489,0.836667467971033,0.0915271186475128,0.057692035859054,-0.46029034,0.4823763,0.1894142,-0.2500329,-0.6771443,-0.117156535,0.49115863,0.09892425,-0.35738719,-0.037879348,22.91,0.1,A,-0.104,-0.105,-0.103,4.8202272244968,4.73934009986145,4.86534718055382,25.8134103717135,25.7111676919791,25.9161436568183
3089711374373226496,40501,xt,124.033255492028,1.30274187854027,112.03597317063,-376.212768852127,60.4533566812399,0.638620239564891,0.576314650794211,0.798572780863418,0.094577794117673,0.0633701069785117,-0.636956,-0.52933764,0.2558655,-0.2536971,0.5322305,-0.16153628,0.39500108,-0.10854741,0.2112356,-0.23549369,62.21,0.1,A,-0.171,-0.172,-0.169,3.65299726398987,3.52710510665944,3.71242412474478,46.7392454947655,46.575340984395,46.9026578836294
6002807268264109056,76074,xt,233.053885435866,-41.2784559098934,168.759087646986,-1176.54182140869,-1030.98347423193,0.395686454798958,0.211156992602805,0.561606672669377,0.0672108145577658,0.0524019969839246,-0.6693659,0.0134791965,0.19802181,-0.09920738,0.39603576,-0.14119567,0.09346548,0.029129136,0.066014946,-0.16647875,15.5,3.3,A,-0.152,-0.154,-0.135,4.40648337904477,3.29905058424649,5.08233181878127,25.4340661507831,22.042730254468,29.2358872408913
NA,88574,xh,271.281578990307,-3.03004784906108,128.89,570.26,-333.47,1.28,0.92,1.43,1.28,1.05,0.105092809698539,-0.334144833160263,-0.10494859955022,-0.0639279768684833,-0.118869190228782,-0.00339245638849599,-0.295530410183876,-0.0828435643564356,0.121188118811881,-0.03,32.67,0.1,A,-0.117,-0.119,-0.116,3.23413418647781,3.04936228966356,3.34517176205784,58.7594344390649,58.5471219090863,58.984824618521
